step_index,eligible_call_index,branch,mode,rho_observe,rho_edit_after,delta_rho_local,delta_rho_vs_observe,alpha_lf,alpha_hf,selected_indices,edit_applied
5,0,positive,edit,0.25540587306022644,0.24531935155391693,-0.01008199155330658,-0.01008652150630951,1.0736842105263158,1.0263157894736843,"[0,1]",True
5,7,negative,passthrough,0.4932473599910736,0.4921025037765503,0.0,-0.0011448562145233154,,,"[0,1]",False
5,7,positive,passthrough,0.47165852785110474,0.471112459897995,0.0,-0.0005460679531097412,,,"[0,1]",False
5,14,negative,passthrough,0.49894940853118896,0.4986926317214966,0.0,-0.0002567768096923828,,,"[0,1]",False
5,14,positive,passthrough,0.46196192502975464,0.4607509672641754,0.0,-0.0012109577655792236,,,"[0,1]",False
5,21,negative,passthrough,0.6667386889457703,0.6660805940628052,0.0,-0.0006580948829650879,,,"[0,1]",False
5,21,positive,passthrough,0.6059554815292358,0.6063376665115356,0.0,0.0003821849822998047,,,"[0,1]",False
5,27,negative,passthrough,0.2554258704185486,0.2560217082500458,0.0,0.0005958378314971924,,,"[0,1]",False
5,27,positive,passthrough,0.2641465663909912,0.26383811235427856,0.0,-0.0003084540367126465,,,"[0,1]",False
6,0,negative,edit,0.2726488709449768,0.2655523121356964,-0.007142752408981323,-0.0070965588092803955,1.068421052631579,1.0315789473684212,"[0,1]",True
6,0,positive,edit,0.25406962633132935,0.24612802267074585,-0.007979214191436768,-0.007941603660583496,1.068421052631579,1.0315789473684212,"[0,1]",True
6,7,negative,passthrough,0.4903348684310913,0.48935800790786743,0.0,-0.000976860523223877,,,"[0,1]",False
6,7,positive,passthrough,0.47473207116127014,0.4743232727050781,0.0,-0.0004087984561920166,,,"[0,1]",False
6,14,negative,passthrough,0.4972034692764282,0.497201144695282,0.0,-2.3245811462402344e-06,,,"[0,1]",False
6,14,positive,passthrough,0.4546635150909424,0.4521670937538147,0.0,-0.0024964213371276855,,,"[0,1]",False
6,21,negative,passthrough,0.6677743196487427,0.6657174825668335,0.0,-0.0020568370819091797,,,"[0,1]",False
6,21,positive,passthrough,0.6114779114723206,0.6088597774505615,0.0,-0.002618134021759033,,,"[0,1]",False
6,27,negative,passthrough,0.2911587655544281,0.2909521758556366,0.0,-0.0002065896987915039,,,"[0,1]",False
6,27,positive,passthrough,0.29168036580085754,0.2930665910243988,0.0,0.0013862252235412598,,,"[0,1]",False
7,0,negative,edit,0.26987913250923157,0.2645505666732788,-0.005378782749176025,-0.005328565835952759,1.063157894736842,1.0368421052631578,"[0,1]",True
7,0,positive,edit,0.24821977317333221,0.24194779992103577,-0.006331324577331543,-0.006271973252296448,1.063157894736842,1.0368421052631578,"[0,1]",True
7,7,negative,passthrough,0.47905731201171875,0.4786440134048462,0.0,-0.0004132986068725586,,,"[0,1]",False
7,7,positive,passthrough,0.47631826996803284,0.4761602282524109,0.0,-0.00015804171562194824,,,"[0,1]",False
7,14,negative,passthrough,0.49317729473114014,0.49380677938461304,0.0,0.0006294846534729004,,,"[0,1]",False
7,14,positive,passthrough,0.454681396484375,0.454153835773468,0.0,-0.0005275607109069824,,,"[0,1]",False
7,21,negative,passthrough,0.6748595237731934,0.6756009459495544,0.0,0.000741422176361084,,,"[0,1]",False
7,21,positive,passthrough,0.611583948135376,0.611416220664978,0.0,-0.00016772747039794922,,,"[0,1]",False
7,27,negative,passthrough,0.30425506830215454,0.30696189403533936,0.0,0.0027068257331848145,,,"[0,1]",False
7,27,positive,passthrough,0.29026561975479126,0.28909069299697876,0.0,-0.0011749267578125,,,"[0,1]",False
8,0,negative,edit,0.2698670029640198,0.26647883653640747,-0.0033909380435943604,-0.0033881664276123047,1.0578947368421052,1.0421052631578946,"[0,1]",True
8,0,positive,edit,0.24729984998703003,0.24285772442817688,-0.004373490810394287,-0.004442125558853149,1.0578947368421052,1.0421052631578946,"[0,1]",True
8,7,negative,passthrough,0.4745018482208252,0.4739379286766052,0.0,-0.0005639195442199707,,,"[0,1]",False
8,7,positive,passthrough,0.4790089726448059,0.47908732295036316,0.0,7.835030555725098e-05,,,"[0,1]",False
8,14,negative,passthrough,0.48281770944595337,0.4825237989425659,0.0,-0.00029391050338745117,,,"[0,1]",False
8,14,positive,passthrough,0.4590132236480713,0.4599358141422272,0.0,0.0009225904941558838,,,"[0,1]",False
8,21,negative,passthrough,0.6662653684616089,0.667525589466095,0.0,0.001260221004486084,,,"[0,1]",False
8,21,positive,passthrough,0.6187429428100586,0.621978223323822,0.0,0.0032352805137634277,,,"[0,1]",False
8,27,negative,passthrough,0.319061815738678,0.3208433985710144,0.0,0.0017815828323364258,,,"[0,1]",False
8,27,positive,passthrough,0.3166465759277344,0.3206999897956848,0.0,0.0040534138679504395,,,"[0,1]",False
9,0,negative,edit,0.26494860649108887,0.26362961530685425,-0.0013824999332427979,-0.0013189911842346191,1.0526315789473684,1.0473684210526315,"[0,1]",True
9,0,positive,edit,0.24208727478981018,0.239622563123703,-0.0024318695068359375,-0.0024647116661071777,1.0526315789473684,1.0473684210526315,"[0,1]",True
9,7,negative,passthrough,0.46238481998443604,0.46210581064224243,0.0,-0.0002790093421936035,,,"[0,1]",False
9,7,positive,passthrough,0.47553640604019165,0.47633615136146545,0.0,0.0007997453212738037,,,"[0,1]",False
9,14,negative,passthrough,0.4857202470302582,0.48586034774780273,0.0,0.00014010071754455566,,,"[0,1]",False
9,14,positive,passthrough,0.4635910391807556,0.46323496103286743,0.0,-0.0003560781478881836,,,"[0,1]",False
9,21,negative,passthrough,0.6595747470855713,0.6649155020713806,0.0,0.005340754985809326,,,"[0,1]",False
9,21,positive,passthrough,0.6152374744415283,0.6201900243759155,0.0,0.004952549934387207,,,"[0,1]",False
9,27,negative,passthrough,0.34471046924591064,0.3436421751976013,0.0,-0.0010682940483093262,,,"[0,1]",False
9,27,positive,passthrough,0.3440870940685272,0.34380561113357544,0.0,-0.0002814829349517822,,,"[0,1]",False
10,0,negative,edit,0.268839955329895,0.269570529460907,0.0006459057331085205,0.0007305741310119629,1.0473684210526315,1.0526315789473684,"[0,1]",True
10,0,positive,edit,0.2433767318725586,0.24291080236434937,-0.0004337131977081299,-0.0004659295082092285,1.0473684210526315,1.0526315789473684,"[0,1]",True
10,7,negative,passthrough,0.4592307209968567,0.45918411016464233,0.0,-4.661083221435547e-05,,,"[0,1]",False
10,7,positive,passthrough,0.47917595505714417,0.47971487045288086,0.0,0.0005389153957366943,,,"[0,1]",False
10,14,negative,passthrough,0.5042137503623962,0.50497967004776,0.0,0.0007659196853637695,,,"[0,1]",False
10,14,positive,passthrough,0.48329249024391174,0.48343169689178467,0.0,0.0001392066478729248,,,"[0,1]",False
10,21,negative,passthrough,0.6559194326400757,0.6607271432876587,0.0,0.004807710647583008,,,"[0,1]",False
10,21,positive,passthrough,0.6256818771362305,0.628903865814209,0.0,0.0032219886779785156,,,"[0,1]",False
10,27,negative,passthrough,0.3415364623069763,0.33876150846481323,0.0,-0.002774953842163086,,,"[0,1]",False
10,27,positive,passthrough,0.34374773502349854,0.3410455882549286,0.0,-0.0027021467685699463,,,"[0,1]",False
11,0,negative,edit,0.2671550512313843,0.26992639899253845,0.0027888119220733643,0.002771347761154175,1.0421052631578946,1.0578947368421052,"[0,1]",True
11,0,positive,edit,0.2398979812860489,0.24126622080802917,0.0015440285205841064,0.0013682395219802856,1.0421052631578946,1.0578947368421052,"[0,1]",True
11,7,negative,passthrough,0.4567592144012451,0.4576066732406616,0.0,0.0008474588394165039,,,"[0,1]",False
11,7,positive,passthrough,0.4715732932090759,0.4727846086025238,0.0,0.001211315393447876,,,"[0,1]",False
11,14,negative,passthrough,0.510635495185852,0.5103195905685425,0.0,-0.0003159046173095703,,,"[0,1]",False
11,14,positive,passthrough,0.5037633776664734,0.5101674795150757,0.0,0.006404101848602295,,,"[0,1]",False
11,21,negative,passthrough,0.6478123664855957,0.6472607851028442,0.0,-0.0005515813827514648,,,"[0,1]",False
11,21,positive,passthrough,0.6122434735298157,0.6125917434692383,0.0,0.0003482699394226074,,,"[0,1]",False
11,27,negative,passthrough,0.34162968397140503,0.3461800217628479,0.0,0.004550337791442871,,,"[0,1]",False
11,27,positive,passthrough,0.34179815649986267,0.34538954496383667,0.0,0.003591388463973999,,,"[0,1]",False
12,0,negative,edit,0.26227980852127075,0.2671564817428589,0.004890888929367065,0.004876673221588135,1.0368421052631578,1.063157894736842,"[0,1]",True
12,0,positive,edit,0.23340728878974915,0.23690706491470337,0.0035027116537094116,0.0034997761249542236,1.0368421052631578,1.063157894736842,"[0,1]",True
12,7,negative,passthrough,0.45747724175453186,0.45802929997444153,0.0,0.000552058219909668,,,"[0,1]",False
12,7,positive,passthrough,0.47131046652793884,0.47164005041122437,0.0,0.00032958388328552246,,,"[0,1]",False
12,14,negative,passthrough,0.5139850974082947,0.5121066570281982,0.0,-0.0018784403800964355,,,"[0,1]",False
12,14,positive,passthrough,0.50067538022995,0.5006284713745117,0.0,-4.690885543823242e-05,,,"[0,1]",False
12,21,negative,passthrough,0.6455220580101013,0.6467447280883789,0.0,0.0012226700782775879,,,"[0,1]",False
12,21,positive,passthrough,0.6252263784408569,0.6245999336242676,0.0,-0.0006264448165893555,,,"[0,1]",False
12,27,negative,passthrough,0.3345804214477539,0.3370278477668762,0.0,0.0024474263191223145,,,"[0,1]",False
12,27,positive,passthrough,0.33516114950180054,0.33773073554039,0.0,0.0025695860385894775,,,"[0,1]",False
13,0,negative,edit,0.257427841424942,0.2645166218280792,0.007037937641143799,0.007088780403137207,1.0315789473684212,1.068421052631579,"[0,1]",True
13,0,positive,edit,0.22679723799228668,0.2323717474937439,0.005606994032859802,0.005574509501457214,1.0315789473684212,1.068421052631579,"[0,1]",True
13,7,negative,passthrough,0.46756798028945923,0.46806812286376953,0.0,0.0005001425743103027,,,"[0,1]",False
13,7,positive,passthrough,0.4727146029472351,0.4733109176158905,0.0,0.0005963146686553955,,,"[0,1]",False
13,14,negative,passthrough,0.5209614038467407,0.5184469223022461,0.0,-0.002514481544494629,,,"[0,1]",False
13,14,positive,passthrough,0.5116368532180786,0.5120456218719482,0.0,0.0004087686538696289,,,"[0,1]",False
13,21,negative,passthrough,0.6478444337844849,0.6477544903755188,0.0,-8.994340896606445e-05,,,"[0,1]",False
13,21,positive,passthrough,0.6297321319580078,0.6296377182006836,0.0,-9.441375732421875e-05,,,"[0,1]",False
13,27,negative,passthrough,0.35319089889526367,0.35676002502441406,0.0,0.0035691261291503906,,,"[0,1]",False
13,27,positive,passthrough,0.35426637530326843,0.35596275329589844,0.0,0.0016963779926300049,,,"[0,1]",False
14,0,negative,edit,0.24375537037849426,0.25230658054351807,0.008666962385177612,0.008551210165023804,1.0263157894736843,1.0736842105263158,"[0,1]",True
14,0,positive,edit,0.21252764761447906,0.21946778893470764,0.007140517234802246,0.006940141320228577,1.0263157894736843,1.0736842105263158,"[0,1]",True
14,7,negative,passthrough,0.47122278809547424,0.4726446866989136,0.0,0.001421898603439331,,,"[0,1]",False
14,7,positive,passthrough,0.4753122925758362,0.4761234521865845,0.0,0.000811159610748291,,,"[0,1]",False
14,14,negative,passthrough,0.5406596660614014,0.5395183563232422,0.0,-0.0011413097381591797,,,"[0,1]",False
14,14,positive,passthrough,0.528144359588623,0.5293775200843811,0.0,0.0012331604957580566,,,"[0,1]",False
14,21,negative,passthrough,0.6589802503585815,0.6594289541244507,0.0,0.0004487037658691406,,,"[0,1]",False
14,21,positive,passthrough,0.642192006111145,0.6422436833381653,0.0,5.167722702026367e-05,,,"[0,1]",False
14,27,negative,passthrough,0.3559378683567047,0.353249728679657,0.0,-0.0026881396770477295,,,"[0,1]",False
14,27,positive,passthrough,0.35370922088623047,0.35210782289505005,0.0,-0.00160139799118042,,,"[0,1]",False
15,0,negative,edit,0.2359703779220581,0.24657204747200012,0.010529324412345886,0.010601669549942017,1.0210526315789474,1.0789473684210527,"[0,1]",True
15,0,positive,edit,0.20234566926956177,0.21108391880989075,0.008912235498428345,0.00873824954032898,1.0210526315789474,1.0789473684210527,"[0,1]",True
15,7,negative,passthrough,0.485293984413147,0.4870743453502655,0.0,0.0017803609371185303,,,"[0,1]",False
15,7,positive,passthrough,0.4843382239341736,0.48583847284317017,0.0,0.001500248908996582,,,"[0,1]",False
15,14,negative,passthrough,0.5715328454971313,0.5709865093231201,0.0,-0.0005463361740112305,,,"[0,1]",False
15,14,positive,passthrough,0.568903923034668,0.567409098148346,0.0,-0.0014948248863220215,,,"[0,1]",False
15,21,negative,passthrough,0.6789493560791016,0.6843479871749878,0.0,0.0053986310958862305,,,"[0,1]",False
15,21,positive,passthrough,0.6561131477355957,0.654624879360199,0.0,-0.0014882683753967285,,,"[0,1]",False
15,27,negative,passthrough,0.36150604486465454,0.3602069616317749,0.0,-0.0012990832328796387,,,"[0,1]",False
15,27,positive,passthrough,0.36113882064819336,0.3605753183364868,0.0,-0.000563502311706543,,,"[0,1]",False
16,0,negative,edit,0.21968060731887817,0.23177362978458405,0.012271866202354431,0.012093022465705872,1.0157894736842106,1.0842105263157895,"[0,1]",True
16,0,positive,edit,0.18815022706985474,0.1985807716846466,0.01060110330581665,0.01043054461479187,1.0157894736842106,1.0842105263157895,"[0,1]",True
16,7,negative,passthrough,0.4937233328819275,0.4958146810531616,0.0,0.002091348171234131,,,"[0,1]",False
16,7,positive,passthrough,0.4873253107070923,0.48973244428634644,0.0,0.0024071335792541504,,,"[0,1]",False
16,14,negative,passthrough,0.6145128011703491,0.6094441413879395,0.0,-0.005068659782409668,,,"[0,1]",False
16,14,positive,passthrough,0.6024564504623413,0.595205545425415,0.0,-0.0072509050369262695,,,"[0,1]",False
16,21,negative,passthrough,0.6925443410873413,0.69298255443573,0.0,0.0004382133483886719,,,"[0,1]",False
16,21,positive,passthrough,0.6750651597976685,0.6721170544624329,0.0,-0.0029481053352355957,,,"[0,1]",False
16,27,negative,passthrough,0.3609965741634369,0.35930731892585754,0.0,-0.0016892552375793457,,,"[0,1]",False
16,27,positive,passthrough,0.3619542419910431,0.35917186737060547,0.0,-0.002782374620437622,,,"[0,1]",False
17,0,negative,edit,0.1898142248392105,0.20325928926467896,0.013916701078414917,0.013445064425468445,1.0105263157894737,1.0894736842105264,"[0,1]",True
17,0,positive,edit,0.16726772487163544,0.17913994193077087,0.012316316366195679,0.011872217059135437,1.0105263157894737,1.0894736842105264,"[0,1]",True
17,7,negative,passthrough,0.49792301654815674,0.4991750717163086,0.0,0.0012520551681518555,,,"[0,1]",False
17,7,positive,passthrough,0.4824138879776001,0.48387378454208374,0.0,0.0014598965644836426,,,"[0,1]",False
17,14,negative,passthrough,0.6320686936378479,0.6317718029022217,0.0,-0.0002968907356262207,,,"[0,1]",False
17,14,positive,passthrough,0.6209835410118103,0.6272314190864563,0.0,0.006247878074645996,,,"[0,1]",False
17,21,negative,passthrough,0.6943097710609436,0.694839358329773,0.0,0.0005295872688293457,,,"[0,1]",False
17,21,positive,passthrough,0.6679701805114746,0.670478343963623,0.0,0.0025081634521484375,,,"[0,1]",False
17,27,negative,passthrough,0.35528603196144104,0.3538384437561035,0.0,-0.0014475882053375244,,,"[0,1]",False
17,27,positive,passthrough,0.354061484336853,0.3519141972064972,0.0,-0.002147287130355835,,,"[0,1]",False
18,0,negative,edit,0.1468484252691269,0.16168922185897827,0.015625223517417908,0.01484079658985138,1.0052631578947369,1.0947368421052632,"[0,1]",True
18,0,positive,edit,0.1381773054599762,0.1516485959291458,0.01398766040802002,0.013471290469169617,1.0052631578947369,1.0947368421052632,"[0,1]",True
18,7,negative,passthrough,0.48481154441833496,0.48418426513671875,0.0,-0.0006272792816162109,,,"[0,1]",False
18,7,positive,passthrough,0.4775397777557373,0.4778579771518707,0.0,0.00031819939613342285,,,"[0,1]",False
18,14,negative,passthrough,0.6567469835281372,0.6553747653961182,0.0,-0.001372218132019043,,,"[0,1]",False
18,14,positive,passthrough,0.6598973274230957,0.6573706269264221,0.0,-0.002526700496673584,,,"[0,1]",False
18,21,negative,passthrough,0.6919345259666443,0.6893988847732544,0.0,-0.0025356411933898926,,,"[0,1]",False
18,21,positive,passthrough,0.6638779044151306,0.6625475287437439,0.0,-0.0013303756713867188,,,"[0,1]",False
18,27,negative,passthrough,0.3563072681427002,0.35552978515625,0.0,-0.0007774829864501953,,,"[0,1]",False
18,27,positive,passthrough,0.35544532537460327,0.35368818044662476,0.0,-0.0017571449279785156,,,"[0,1]",False
19,0,negative,edit,0.08749033510684967,0.10078231245279312,0.013810686767101288,0.013291977345943451,1.0,1.1,"[0,1]",True
19,0,positive,edit,0.0974094346165657,0.11101144552230835,0.014046065509319305,0.013602010905742645,1.0,1.1,"[0,1]",True
19,7,negative,passthrough,0.474796324968338,0.472758412361145,0.0,-0.002037912607192993,,,"[0,1]",False
19,7,positive,passthrough,0.4759255647659302,0.47467583417892456,0.0,-0.0012497305870056152,,,"[0,1]",False
19,14,negative,passthrough,0.6637479066848755,0.6516997814178467,0.0,-0.012048125267028809,,,"[0,1]",False
19,14,positive,passthrough,0.6579893827438354,0.6583899855613708,0.0,0.0004006028175354004,,,"[0,1]",False
19,21,negative,passthrough,0.6724234819412231,0.6745181083679199,0.0,0.0020946264266967773,,,"[0,1]",False
19,21,positive,passthrough,0.6515264511108398,0.6484522819519043,0.0,-0.003074169158935547,,,"[0,1]",False
19,27,negative,passthrough,0.3652561604976654,0.3625172972679138,0.0,-0.002738863229751587,,,"[0,1]",False
19,27,positive,passthrough,0.36339426040649414,0.3600579500198364,0.0,-0.003336310386657715,,,"[0,1]",False
