step_index,eligible_call_index,branch,mode,rho_observe,rho_edit_after,delta_rho_local,delta_rho_vs_observe,alpha_lf,alpha_hf,selected_indices,edit_applied
3,27,positive,passthrough,0.2093103528022766,0.21665985882282257,0.0,0.0073495060205459595,,,"[0,1]",False
4,0,negative,passthrough,0.28071630001068115,0.2812005877494812,0.0,0.00048428773880004883,,,"[0,1]",False
4,0,positive,passthrough,0.26180434226989746,0.26221802830696106,0.0,0.00041368603706359863,,,"[0,1]",False
4,7,negative,edit,0.514371395111084,0.4745320677757263,-0.026409029960632324,-0.039839327335357666,1.0789473684210527,1.0210526315789474,"[0,1]",True
4,7,positive,edit,0.47741755843162537,0.46105748414993286,-0.019747883081436157,-0.016360074281692505,1.0789473684210527,1.0210526315789474,"[0,1]",True
4,14,negative,passthrough,0.5156886577606201,0.519338846206665,0.0,0.003650188446044922,,,"[0,1]",False
4,14,positive,passthrough,0.47703754901885986,0.4859797954559326,0.0,0.008942246437072754,,,"[0,1]",False
4,21,negative,passthrough,0.6639231443405151,0.6697720289230347,0.0,0.005848884582519531,,,"[0,1]",False
4,21,positive,passthrough,0.6097404956817627,0.6189886331558228,0.0,0.009248137474060059,,,"[0,1]",False
4,27,negative,passthrough,0.23559001088142395,0.2333436906337738,0.0,-0.0022463202476501465,,,"[0,1]",False
4,27,positive,passthrough,0.2436264604330063,0.24303506314754486,0.0,-0.0005913972854614258,,,"[0,1]",False
5,0,negative,passthrough,0.2747710943222046,0.27501121163368225,0.0,0.00024011731147766113,,,"[0,1]",False
5,0,positive,passthrough,0.25540587306022644,0.25570252537727356,0.0,0.00029665231704711914,,,"[0,1]",False
5,7,negative,edit,0.4932473599910736,0.4606148898601532,-0.019054174423217773,-0.03263247013092041,1.0736842105263158,1.0263157894736843,"[0,1]",True
5,7,positive,edit,0.47165852785110474,0.45986199378967285,-0.014696121215820312,-0.011796534061431885,1.0736842105263158,1.0263157894736843,"[0,1]",True
5,14,negative,passthrough,0.49894940853118896,0.4950312376022339,0.0,-0.003918170928955078,,,"[0,1]",False
5,14,positive,passthrough,0.46196192502975464,0.46550965309143066,0.0,0.0035477280616760254,,,"[0,1]",False
5,21,negative,passthrough,0.6667386889457703,0.6627274751663208,0.0,-0.004011213779449463,,,"[0,1]",False
5,21,positive,passthrough,0.6059554815292358,0.6212294101715088,0.0,0.01527392864227295,,,"[0,1]",False
5,27,negative,passthrough,0.2554258704185486,0.25276321172714233,0.0,-0.00266265869140625,,,"[0,1]",False
5,27,positive,passthrough,0.2641465663909912,0.2623455226421356,0.0,-0.0018010437488555908,,,"[0,1]",False
6,0,negative,passthrough,0.2726488709449768,0.27293068170547485,0.0,0.0002818107604980469,,,"[0,1]",False
6,0,positive,passthrough,0.25406962633132935,0.25421130657196045,0.0,0.00014168024063110352,,,"[0,1]",False
6,7,negative,edit,0.4903348684310913,0.4641396403312683,-0.01214754581451416,-0.026195228099822998,1.068421052631579,1.0315789473684212,"[0,1]",True
6,7,positive,edit,0.47473207116127014,0.4672932028770447,-0.010119020938873291,-0.007438868284225464,1.068421052631579,1.0315789473684212,"[0,1]",True
6,14,negative,passthrough,0.4972034692764282,0.5028618574142456,0.0,0.005658388137817383,,,"[0,1]",False
6,14,positive,passthrough,0.4546635150909424,0.46564656496047974,0.0,0.010983049869537354,,,"[0,1]",False
6,21,negative,passthrough,0.6677743196487427,0.6747881174087524,0.0,0.007013797760009766,,,"[0,1]",False
6,21,positive,passthrough,0.6114779114723206,0.6245262622833252,0.0,0.013048350811004639,,,"[0,1]",False
6,27,negative,passthrough,0.2911587655544281,0.31577932834625244,0.0,0.02462056279182434,,,"[0,1]",False
6,27,positive,passthrough,0.29168036580085754,0.30769336223602295,0.0,0.016012996435165405,,,"[0,1]",False
7,0,negative,passthrough,0.26987913250923157,0.2698320746421814,0.0,-4.70578670501709e-05,,,"[0,1]",False
7,0,positive,passthrough,0.24821977317333221,0.2482595443725586,0.0,3.9771199226379395e-05,,,"[0,1]",False
7,7,negative,edit,0.47905731201171875,0.46532291173934937,-0.0062236487865448,-0.013734400272369385,1.063157894736842,1.0368421052631578,"[0,1]",True
7,7,positive,edit,0.47631826996803284,0.47399038076400757,-0.006152987480163574,-0.0023278892040252686,1.063157894736842,1.0368421052631578,"[0,1]",True
7,14,negative,passthrough,0.49317729473114014,0.48635628819465637,0.0,-0.006821006536483765,,,"[0,1]",False
7,14,positive,passthrough,0.454681396484375,0.449604868888855,0.0,-0.0050765275955200195,,,"[0,1]",False
7,21,negative,passthrough,0.6748595237731934,0.6795737147331238,0.0,0.00471419095993042,,,"[0,1]",False
7,21,positive,passthrough,0.611583948135376,0.6376192569732666,0.0,0.026035308837890625,,,"[0,1]",False
7,27,negative,passthrough,0.30425506830215454,0.30338266491889954,0.0,-0.0008724033832550049,,,"[0,1]",False
7,27,positive,passthrough,0.29026561975479126,0.297062486410141,0.0,0.0067968666553497314,,,"[0,1]",False
8,0,negative,passthrough,0.2698670029640198,0.26976850628852844,0.0,-9.849667549133301e-05,,,"[0,1]",False
8,0,positive,passthrough,0.24729984998703003,0.2472759485244751,0.0,-2.390146255493164e-05,,,"[0,1]",False
8,7,negative,edit,0.4745018482208252,0.46354642510414124,-0.0011715590953826904,-0.01095542311668396,1.0578947368421052,1.0421052631578946,"[0,1]",True
8,7,positive,edit,0.4790089726448059,0.479107528924942,-0.0019192993640899658,9.85562801361084e-05,1.0578947368421052,1.0421052631578946,"[0,1]",True
8,14,negative,passthrough,0.48281770944595337,0.4789871573448181,0.0,-0.003830552101135254,,,"[0,1]",False
8,14,positive,passthrough,0.4590132236480713,0.4505796432495117,0.0,-0.00843358039855957,,,"[0,1]",False
8,21,negative,passthrough,0.6662653684616089,0.681451678276062,0.0,0.015186309814453125,,,"[0,1]",False
8,21,positive,passthrough,0.6187429428100586,0.638105034828186,0.0,0.01936209201812744,,,"[0,1]",False
8,27,negative,passthrough,0.319061815738678,0.33021122217178345,0.0,0.011149406433105469,,,"[0,1]",False
8,27,positive,passthrough,0.3166465759277344,0.31583917140960693,0.0,-0.0008074045181274414,,,"[0,1]",False
9,0,negative,passthrough,0.26494860649108887,0.2655636966228485,0.0,0.0006150901317596436,,,"[0,1]",False
9,0,positive,passthrough,0.24208727478981018,0.242653489112854,0.0,0.0005662143230438232,,,"[0,1]",False
9,7,negative,edit,0.46238481998443604,0.46876952052116394,0.003560394048690796,0.006384700536727905,1.0526315789473684,1.0473684210526315,"[0,1]",True
9,7,positive,edit,0.47553640604019165,0.485157310962677,0.002312302589416504,0.009620904922485352,1.0526315789473684,1.0473684210526315,"[0,1]",True
9,14,negative,passthrough,0.4857202470302582,0.4728633761405945,0.0,-0.012856870889663696,,,"[0,1]",False
9,14,positive,passthrough,0.4635910391807556,0.4456130266189575,0.0,-0.017978012561798096,,,"[0,1]",False
9,21,negative,passthrough,0.6595747470855713,0.6822654008865356,0.0,0.022690653800964355,,,"[0,1]",False
9,21,positive,passthrough,0.6152374744415283,0.642017662525177,0.0,0.02678018808364868,,,"[0,1]",False
9,27,negative,passthrough,0.34471046924591064,0.34698599576950073,0.0,0.002275526523590088,,,"[0,1]",False
9,27,positive,passthrough,0.3440870940685272,0.33931243419647217,0.0,-0.004774659872055054,,,"[0,1]",False
10,0,negative,passthrough,0.268839955329895,0.2691877484321594,0.0,0.0003477931022644043,,,"[0,1]",False
10,0,positive,passthrough,0.2433767318725586,0.24373863637447357,0.0,0.00036190450191497803,,,"[0,1]",False
10,7,negative,edit,0.4592307209968567,0.46769896149635315,0.007818430662155151,0.00846824049949646,1.0473684210526315,1.0526315789473684,"[0,1]",True
10,7,positive,edit,0.47917595505714417,0.48931166529655457,0.006276875734329224,0.0101357102394104,1.0473684210526315,1.0526315789473684,"[0,1]",True
10,14,negative,passthrough,0.5042137503623962,0.4929691255092621,0.0,-0.011244624853134155,,,"[0,1]",False
10,14,positive,passthrough,0.48329249024391174,0.47191736102104187,0.0,-0.011375129222869873,,,"[0,1]",False
10,21,negative,passthrough,0.6559194326400757,0.6856470108032227,0.0,0.029727578163146973,,,"[0,1]",False
10,21,positive,passthrough,0.6256818771362305,0.6510871648788452,0.0,0.025405287742614746,,,"[0,1]",False
10,27,negative,passthrough,0.3415364623069763,0.3502819538116455,0.0,0.00874549150466919,,,"[0,1]",False
10,27,positive,passthrough,0.34374773502349854,0.3522263169288635,0.0,0.00847858190536499,,,"[0,1]",False
11,0,negative,passthrough,0.2671550512313843,0.26702871918678284,0.0,-0.00012633204460144043,,,"[0,1]",False
11,0,positive,passthrough,0.2398979812860489,0.2398197203874588,0.0,-7.826089859008789e-05,,,"[0,1]",False
11,7,negative,edit,0.4567592144012451,0.47516930103302,0.012832462787628174,0.018410086631774902,1.0421052631578946,1.0578947368421052,"[0,1]",True
11,7,positive,edit,0.4715732932090759,0.48738038539886475,0.010223031044006348,0.01580709218978882,1.0421052631578946,1.0578947368421052,"[0,1]",True
11,14,negative,passthrough,0.510635495185852,0.5050532817840576,0.0,-0.005582213401794434,,,"[0,1]",False
11,14,positive,passthrough,0.5037633776664734,0.5033918619155884,0.0,-0.00037151575088500977,,,"[0,1]",False
11,21,negative,passthrough,0.6478123664855957,0.6715185642242432,0.0,0.02370619773864746,,,"[0,1]",False
11,21,positive,passthrough,0.6122434735298157,0.6327484846115112,0.0,0.020505011081695557,,,"[0,1]",False
11,27,negative,passthrough,0.34162968397140503,0.3586544394493103,0.0,0.017024755477905273,,,"[0,1]",False
11,27,positive,passthrough,0.34179815649986267,0.35715192556381226,0.0,0.015353769063949585,,,"[0,1]",False
12,0,negative,passthrough,0.26227980852127075,0.26281896233558655,0.0,0.0005391538143157959,,,"[0,1]",False
12,0,positive,passthrough,0.23340728878974915,0.23336702585220337,0.0,-4.026293754577637e-05,,,"[0,1]",False
12,7,negative,edit,0.45747724175453186,0.4741763472557068,0.016953974962234497,0.016699105501174927,1.0368421052631578,1.063157894736842,"[0,1]",True
12,7,positive,edit,0.47131046652793884,0.485520601272583,0.014574706554412842,0.014210134744644165,1.0368421052631578,1.063157894736842,"[0,1]",True
12,14,negative,passthrough,0.5139850974082947,0.5194264054298401,0.0,0.00544130802154541,,,"[0,1]",False
12,14,positive,passthrough,0.50067538022995,0.5013623237609863,0.0,0.000686943531036377,,,"[0,1]",False
12,21,negative,passthrough,0.6455220580101013,0.6681586503982544,0.0,0.022636592388153076,,,"[0,1]",False
12,21,positive,passthrough,0.6252263784408569,0.6402738094329834,0.0,0.015047430992126465,,,"[0,1]",False
12,27,negative,passthrough,0.3345804214477539,0.35679835081100464,0.0,0.022217929363250732,,,"[0,1]",False
12,27,positive,passthrough,0.33516114950180054,0.35623085498809814,0.0,0.021069705486297607,,,"[0,1]",False
13,0,negative,passthrough,0.257427841424942,0.2578193247318268,0.0,0.0003914833068847656,,,"[0,1]",False
13,0,positive,passthrough,0.22679723799228668,0.22638404369354248,0.0,-0.00041319429874420166,,,"[0,1]",False
13,7,negative,edit,0.46756798028945923,0.49211573600769043,0.02110213041305542,0.0245477557182312,1.0315789473684212,1.068421052631579,"[0,1]",True
13,7,positive,edit,0.4727146029472351,0.4952815771102905,0.018647611141204834,0.02256697416305542,1.0315789473684212,1.068421052631579,"[0,1]",True
13,14,negative,passthrough,0.5209614038467407,0.5317630171775818,0.0,0.010801613330841064,,,"[0,1]",False
13,14,positive,passthrough,0.5116368532180786,0.5209334492683411,0.0,0.009296596050262451,,,"[0,1]",False
13,21,negative,passthrough,0.6478444337844849,0.6626614332199097,0.0,0.014816999435424805,,,"[0,1]",False
13,21,positive,passthrough,0.6297321319580078,0.6392704248428345,0.0,0.00953829288482666,,,"[0,1]",False
13,27,negative,passthrough,0.35319089889526367,0.3619385361671448,0.0,0.008747637271881104,,,"[0,1]",False
13,27,positive,passthrough,0.35426637530326843,0.35911279916763306,0.0,0.004846423864364624,,,"[0,1]",False
14,0,negative,passthrough,0.24375537037849426,0.24466794729232788,0.0,0.0009125769138336182,,,"[0,1]",False
14,0,positive,passthrough,0.21252764761447906,0.21308855712413788,0.0,0.0005609095096588135,,,"[0,1]",False
14,7,negative,edit,0.47122278809547424,0.5010792016983032,0.024893462657928467,0.02985641360282898,1.0263157894736843,1.0736842105263158,"[0,1]",True
14,7,positive,edit,0.4753122925758362,0.5046764612197876,0.023507505655288696,0.029364168643951416,1.0263157894736843,1.0736842105263158,"[0,1]",True
14,14,negative,passthrough,0.5406596660614014,0.5715353488922119,0.0,0.030875682830810547,,,"[0,1]",False
14,14,positive,passthrough,0.528144359588623,0.5556413531303406,0.0,0.02749699354171753,,,"[0,1]",False
14,21,negative,passthrough,0.6589802503585815,0.6853346824645996,0.0,0.026354432106018066,,,"[0,1]",False
14,21,positive,passthrough,0.642192006111145,0.6610978841781616,0.0,0.0189058780670166,,,"[0,1]",False
14,27,negative,passthrough,0.3559378683567047,0.36895132064819336,0.0,0.013013452291488647,,,"[0,1]",False
14,27,positive,passthrough,0.35370922088623047,0.3675527572631836,0.0,0.013843536376953125,,,"[0,1]",False
15,0,negative,passthrough,0.2359703779220581,0.23575904965400696,0.0,-0.00021132826805114746,,,"[0,1]",False
15,0,positive,passthrough,0.20234566926956177,0.2018337994813919,0.0,-0.0005118697881698608,,,"[0,1]",False
15,7,negative,edit,0.485293984413147,0.5199357271194458,0.02893480658531189,0.03464174270629883,1.0210526315789474,1.0789473684210527,"[0,1]",True
15,7,positive,edit,0.4843382239341736,0.514637291431427,0.028706997632980347,0.030299067497253418,1.0210526315789474,1.0789473684210527,"[0,1]",True
15,14,negative,passthrough,0.5715328454971313,0.573573112487793,0.0,0.002040266990661621,,,"[0,1]",False
15,14,positive,passthrough,0.568903923034668,0.5667910575866699,0.0,-0.002112865447998047,,,"[0,1]",False
15,21,negative,passthrough,0.6789493560791016,0.6902931928634644,0.0,0.011343836784362793,,,"[0,1]",False
15,21,positive,passthrough,0.6561131477355957,0.6701104640960693,0.0,0.013997316360473633,,,"[0,1]",False
15,27,negative,passthrough,0.36150604486465454,0.37050116062164307,0.0,0.008995115756988525,,,"[0,1]",False
15,27,positive,passthrough,0.36113882064819336,0.37041738629341125,0.0,0.009278565645217896,,,"[0,1]",False
16,0,negative,passthrough,0.21968060731887817,0.22003820538520813,0.0,0.00035759806632995605,,,"[0,1]",False
16,0,positive,passthrough,0.18815022706985474,0.18844851851463318,0.0,0.0002982914447784424,,,"[0,1]",False
16,7,negative,edit,0.4937233328819275,0.5316914916038513,0.0338902473449707,0.03796815872192383,1.0157894736842106,1.0842105263157895,"[0,1]",True
16,7,positive,edit,0.4873253107070923,0.5235119462013245,0.03460031747817993,0.03618663549423218,1.0157894736842106,1.0842105263157895,"[0,1]",True
16,14,negative,passthrough,0.6145128011703491,0.6266281604766846,0.0,0.01211535930633545,,,"[0,1]",False
16,14,positive,passthrough,0.6024564504623413,0.5973286032676697,0.0,-0.005127847194671631,,,"[0,1]",False
16,21,negative,passthrough,0.6925443410873413,0.6966674327850342,0.0,0.004123091697692871,,,"[0,1]",False
16,21,positive,passthrough,0.6750651597976685,0.6716170907020569,0.0,-0.0034480690956115723,,,"[0,1]",False
16,27,negative,passthrough,0.3609965741634369,0.36980879306793213,0.0,0.00881221890449524,,,"[0,1]",False
16,27,positive,passthrough,0.3619542419910431,0.36772873997688293,0.0,0.005774497985839844,,,"[0,1]",False
17,0,negative,passthrough,0.1898142248392105,0.1889575570821762,0.0,-0.0008566677570343018,,,"[0,1]",False
17,0,positive,passthrough,0.16726772487163544,0.1663084328174591,0.0,-0.0009592920541763306,,,"[0,1]",False
17,7,negative,edit,0.49792301654815674,0.5323818922042847,0.03934502601623535,0.03445887565612793,1.0105263157894737,1.0894736842105264,"[0,1]",True
17,7,positive,edit,0.4824138879776001,0.5235409736633301,0.04003268480300903,0.04112708568572998,1.0105263157894737,1.0894736842105264,"[0,1]",True
17,14,negative,passthrough,0.6320686936378479,0.6443058848381042,0.0,0.012237191200256348,,,"[0,1]",False
17,14,positive,passthrough,0.6209835410118103,0.6452551484107971,0.0,0.024271607398986816,,,"[0,1]",False
17,21,negative,passthrough,0.6943097710609436,0.6915102005004883,0.0,-0.0027995705604553223,,,"[0,1]",False
17,21,positive,passthrough,0.6679701805114746,0.6657789945602417,0.0,-0.00219118595123291,,,"[0,1]",False
17,27,negative,passthrough,0.35528603196144104,0.3651108145713806,0.0,0.009824782609939575,,,"[0,1]",False
17,27,positive,passthrough,0.354061484336853,0.36412861943244934,0.0,0.010067135095596313,,,"[0,1]",False
18,0,negative,passthrough,0.1468484252691269,0.1455928087234497,0.0,-0.001255616545677185,,,"[0,1]",False
18,0,positive,passthrough,0.1381773054599762,0.13702142238616943,0.0,-0.0011558830738067627,,,"[0,1]",False
18,7,negative,edit,0.48481154441833496,0.5268604755401611,0.044919371604919434,0.04204893112182617,1.0052631578947369,1.0947368421052632,"[0,1]",True
18,7,positive,edit,0.4775397777557373,0.5240738987922668,0.04478028416633606,0.04653412103652954,1.0052631578947369,1.0947368421052632,"[0,1]",True
18,14,negative,passthrough,0.6567469835281372,0.6346314549446106,0.0,-0.02211552858352661,,,"[0,1]",False
18,14,positive,passthrough,0.6598973274230957,0.634251594543457,0.0,-0.025645732879638672,,,"[0,1]",False
18,21,negative,passthrough,0.6919345259666443,0.6936161518096924,0.0,0.0016816258430480957,,,"[0,1]",False
18,21,positive,passthrough,0.6638779044151306,0.6636956930160522,0.0,-0.00018221139907836914,,,"[0,1]",False
18,27,negative,passthrough,0.3563072681427002,0.3617366850376129,0.0,0.00542941689491272,,,"[0,1]",False
18,27,positive,passthrough,0.35544532537460327,0.359061598777771,0.0,0.0036162734031677246,,,"[0,1]",False
19,0,negative,passthrough,0.08749033510684967,0.08910888433456421,0.0,0.0016185492277145386,,,"[0,1]",False
19,0,positive,passthrough,0.0974094346165657,0.09754400700330734,0.0,0.00013457238674163818,,,"[0,1]",False
19,7,negative,edit,0.474796324968338,0.5118459463119507,0.04889899492263794,0.03704962134361267,1.0,1.1,"[0,1]",True
19,7,positive,edit,0.4759255647659302,0.5118218660354614,0.04880043864250183,0.03589630126953125,1.0,1.1,"[0,1]",True
19,14,negative,passthrough,0.6637479066848755,0.6426925659179688,0.0,-0.02105534076690674,,,"[0,1]",False
19,14,positive,passthrough,0.6579893827438354,0.6368511319160461,0.0,-0.021138250827789307,,,"[0,1]",False
19,21,negative,passthrough,0.6724234819412231,0.7000280618667603,0.0,0.02760457992553711,,,"[0,1]",False
19,21,positive,passthrough,0.6515264511108398,0.6749699115753174,0.0,0.02344346046447754,,,"[0,1]",False
19,27,negative,passthrough,0.3652561604976654,0.3658236861228943,0.0,0.0005675256252288818,,,"[0,1]",False
19,27,positive,passthrough,0.36339426040649414,0.3645033836364746,0.0,0.0011091232299804688,,,"[0,1]",False
